signal,label
-103.31884919090048,0
-3.83260794323124,0
51.55097064532156,0
110.83138833547744,0
146.00815816886885,0
265.08080461042135,0
326.048863689636,0
416.9118831402301,0
572.6694225387743,0
626.3210534415892,0
558.8663595202624,0
474.3049366957304,0
166.6363932707713,0
-236.13964993917594,0
-602.0235594767706,0
-1026.0156891153088,0
-1264.116379732813,0
-1460.3259591882331,0
-1563.6447421991395,0
-1535.0730302215231,0
-1480.6111113312809,0
-1437.259260107624,0
-1307.0177375184876,0
-1144.886790807954,0
-1107.8666533856026,0
-1000.9575447180956,0
-845.1596702229989,0
-831.4732211643496,0
-755.8983745506644,0
-741.4352930351754,0
-716.0841248182546,0
-627.8450035521118,0
-464.7180482476525,0
-265.70336318388576,0
-125.80103781954877,0
-28.011146707109464,0
-157.3337494092349,0
-398.76889041801394,0
-807.3165990762096,0
-1246.9768895012119,0
-1696.749760511566,0
-1894.635195555965,0
-2139.6331626447827,0
-2253.743614284336,0
-2187.966487413941,0
-2183.301703345602,0
-2111.7491677062685,0
-1945.3087703827669,0
-1851.9803854696877,0
-1639.7638712196738,0
-1509.659069996839,0
-1380.6658082327567,0
-1294.7838963854824,0
-1144.0131289013193,0
-1110.353284179326,0
-982.8041245385926,0
-881.3653961887004,0
-794.0368292028376,0
-721.8181374940036,0
-619.709018793805,0
-509.70915463444396,0
-479.8182103335767,0
-522.0358349820222,0
-777.361661434517,0
-1146.7953063034693,0
-1497.3363699553904,0
-1745.984436510525,0
-2000.739073845302,0
-2189.5998335978547,0
-2332.566251176516,0
-2329.6378457711044,0
-2240.814120367465,0
-2063.0945617649168,0
-1892.4786405968653,0
-1756.9658113541432,0
-1587.5555124114665,0
-1439.2471660567855,0
-1371.040178523628,0
-1182.9339400263323,0
-1099.9278247985899,0
-977.0211911346859,0
-896.2133814337086,0
-816.5037222468227,0
-610.8915243274358,0
-541.3760826842058,0
-376.95667663685566,0
-161.63256987511267,0
-56.40301052042739,0
75.73276880944474,0
-35.22444906705591,0
-271.27386596563315,0
-717.4146684093126,0
-1087.6460277043932,0
-1398.9671000192081,0
-1628.3770264655598,0
-1708.8749331831002,0
-1768.4599314265129,0
-1794.131117655303,0
-1659.8875736265913,0
-1571.7283664903089,0
-1432.65254888724,0
-1355.6591590497235,0
-1139.747220905102,0
-1085.9157441817356,0
-1004.1637245175986,0
-844.4901435714664,0
-741.8939691367962,0
-637.3741552580182,0
-576.9296423494056,0
-443.55935731650413,0
-295.26221367991866,0
-214.0371117014796,0
-31.882938513087193,0
66.20143175224635,0
249.21713782680166,0
337.1653311725015,0
300.047175842911,0
12.863848342802882,0
-360.38346251435615,0
-665.6935557513253,0
-938.0652183741774,0
-1179.4972255215164,0
-1260.98834061584,0
-1295.5373155170246,0
-1256.1428906779458,0
-1236.8037953021562,0
-1155.5187475035177,0
-1034.2864544678341,0
-862.1056126165441,0
-688.9749077722488,0
-608.8930153261986,0
-498.85860040767295,0
-444.8703180550761,0
-388.9268133889996,0
-239.02672178692333,0
-57.1686690599912,0
1.64872836890889,0
93.42686328543101,0
293.16713750218963,0
425.87096167562026,0
533.5397551213772,0
668.1749456280883,0
689.7779692697511,0
591.3502702169066,0
445.8933005458595,0
122.40852004679058,0
-168.10260396949607,0
-512.6385968660996,0
-687.1979768759745,0
-701.7792552988667,0
-692.3809366997101,0
-675.001519108135,0
-677.6394942190841,0
-544.2933475945705,0
-460.9615588663367,0
-278.64260193989713,0
-64.3349451995132,0
45.96294828618653,0
140.25262055738767,0
251.53561855540352,0
392.8134939142707,0
454.08780275132796,0
578.3601054570111,0
650.6319664840555,0
671.9049541359603,0
809.1806403546353,0
1013.4606005074787,0
1122.7464131736951,0
1282.0396599304056,0
1301.3419251379714,0
1161.6547957246732,0
903.9798609710439,0
646.3187122939539,0
364.6729430300678,0
39.04414821898391,0
-128.56607561387696,0
-247.156130674773,0
-312.72441811940985,0
-262.26933827113066,0
-209.78929083917868,0
-103.28267513726423,0
15.252109697819678,0
150.81666448735368,0
325.41258979183885,0
384.0414856918535,0
525.7049515691166,0
556.4045858872877,0
656.1419859728462,0
730.9187477960733,0
808.7364657521446,0
895.596732442267,0
1020.5011384547906,0
1082.4512721466738,0
1186.4487194250719,0
1390.4950635290204,0
1435.5918848114359,0
1442.7407605214014,0
1207.943264586688,0
914.2009673966841,0
573.5154355854107,0
252.88823181520434,0
46.32091456066951,0
-138.18496210705155,0
-201.62784873572826,0
-187.00620070694956,0
-196.318478450468,0
-223.56314765811396,0
-132.73867949710916,0
-52.843550823147055,0
28.123755607447162,0
112.16475092580745,0
197.28093993949201,0
327.47382092181726,0
389.7448854017782,0
444.0956179546771,0
527.5274959933745,0
637.0419895602226,0
673.6405611199517,0
769.3246653529858,0
840.095748949719,0
946.9552504055152,0
1089.9045998163185,0
1139.9452186750143,0
945.0785196688632,0
639.3059064776069,0
259.6287735726181,0
-73.95149398323288,0
-385.43352073498227,0
-584.8159410337084,0
-674.0973992339497,0
-836.2765498901576,0
-845.352057952244,0
-763.3225989600887,0
-628.1868592372134,0
-571.9435360833145,0
-386.5913379657241,0
-268.12898471017866,0
-193.55520769017593,0
-157.86875001540062,0
-0.0683667191510353,0
35.84717505532073,0
142.87909586983187,0
147.02860380715146,0
288.29689428835223,0
424.68514989104654,0
633.1945401689138,0
788.8262214724791,0
862.5813367710768,0
994.4610154762382,0
1036.466373266075,0
775.5985119110592,0
453.85851910112655,0
59.24746827402729,0
-281.23358155485863,0
-512.5835859614281,0
-693.8015152805204,0
-804.8863547719839,0
-784.8371047853676,0
-732.6527809233692,0
-639.3324142036959,0
-472.8750512197294,0
-356.2797542995912,0
-211.54560166342586,0
-164.6716875795619,0
-3.6571225191495844,0
42.49896669075398,0
104.79743671586179,0
78.23912756470584,0
176.8248624402143,0
303.5554475930438,0
386.43167217635664,0
478.45430810235206,0
658.6241099005556,0
825.9418145776182,0
915.4081414789246,0
921.023792151735,0
751.7894502101989,0
444.7057812021149,0
41.77343247726671,0
-309.00696694235216,0
-548.6348064905562,0
-722.1094941830738,0
-827.4304567418742,0
-890.5971397177926,0
-866.6090076112307,0
-802.4655439909052,0
-688.1662516109005,0
-486.71065252571606,0
-400.0982882034939,0
-252.32871963720925,0
-211.40152745381104,0
-133.31631202155341,0
-28.07269355535875,0
-36.67031222017694,0
98.89117176775943,0
219.61207804149598,0
371.49270598627544,0
410.533334644221,0
589.7342226215305,0
761.0956079974002,0
886.6177082353532,0
886.3007200964031,0
726.1448195546174,0
418.15016171485087,0
45.316880732616944,0
-248.35491026379952,0
-520.865119249115,0
-757.2136753743299,0
-806.4005290379495,0
-879.4256519547407,0
-766.2890372223331,0
-743.9906993855952,0
-624.5306744985269,0
-548.9090201838699,0
-374.12581569019187,0
-235.1811619467451,0
-78.07518161577421,0
73.19198085732377,0
115.62015919651114,0
278.2091652500534,0
339.95878894794424,0
507.86879826173407,0
570.9389391668241,0
623.1689356075168,0
758.5584894645664,0
948.1072805252005,0
1145.814966455743,0
1248.6811827770646,0
1113.7055428424455,0
926.8876378179858,0
607.2270366660033,0
273.7232861307716,0
11.375910727306527,0
-180.8155872674973,0
-343.8517278207433,0
-433.7330531468101,0
-343.46012770788246,0
-288.0335382116331,0
-169.45389360603843,0
-14.721825071414045,0
185.16201399006087,0
273.1969479678692,0
417.38227905939954,0
526.717287289126,0
650.2012305307146,0
799.8333445319911,0
855.6128429426778,0
956.5389173451307,0
1072.6107372878848,0
1244.8274503223354,0
1346.1881820420847,0
1434.6920361254445,0
1604.3380943809473,0
1617.125416795869,0
1498.0530415875141,0
1262.1199852578002,0
940.3252426506693,0
623.6677870124386,0
328.1465700553997,0
152.76052202424844,0
104.50855176555606,0
80.38954680032306,0
68.40237339953063,0
133.54587666264152,0
179.8188805992854,0
262.2201882139225,0
457.74858159365175,0
526.4028219990673,0
658.1816499582685,0
809.0837853636683,0
902.1079275719582,0
970.2527555072893,0
1025.5169277673874,0
1166.8990827327216,0
1254.3978386787117,0
1410.0117938911944,0
1511.7395267846764,0
1685.5795960239511,0
1706.5305406485518,0
1597.5908802004608,0
1191.7591148549031,0
879.0337255538934,0
597.4131741430051,0
337.8959035113332,0
88.48033773441415,0
-92.83511777980095,0
-133.0520761421778,0
-111.17216883044068,0
-43.19704553405174,0
199.87162600371013,0
339.0321601465553,0
468.2828535290759,0
633.6219852238017,0
796.0478169109408,0
957.5585930512434,0
1031.1525410618253,0
1087.8278714949652,0
1153.5827782197318,0
1346.4154386065152,0
1344.324013714545,0
1498.3066484822148,0
1656.361471920175,0
1779.486597307648,0
1728.6801223914322,0
1538.940129587671,0
1224.264686186363,0
877.6518445588066,0
494.09964236797975,0
261.6061027815011,0
96.16923468729028,0
-33.21296708779787,0
4.457478443258577,0
26.178538651494975,0
162.94816751850382,0
250.76430586545274,0
292.62488158492266,0
488.5278098754425,0
667.4709934785683,0
835.4523229183327,0
926.4696767434157,0
1097.5209217718163,0
1130.6039133379948,0
1266.7164955424425,0
1404.8565015037211,0
1450.021753612847,0
1570.2100637903718,0
1716.419233745682,0
1715.6470552385258,0
1647.891310343131,0
1422.1497717142813,0
1065.4202028557393,0
709.7003583909973,0
356.9879843362428,0
118.28081837546364,0
-24.423409862327535,0
-149.12697852364897,0
-190.8321732490857,0
-130.54128688989096,0
-2.256619222480424,0
173.0195233390301,0
273.28482803205395,0
370.5369760370002,0
627.7736427703896,0
718.9924981798895,0
835.1912070412066,0
977.3674292565989,0
1073.5188201552348,0
1204.6430307951239,0
1274.737708266792,0
1353.8004959986633,0
1525.829034063867,0
1548.820959488857,0
1531.7739065632654,0
1349.685507151437,0
1060.553391005497,0
652.3751860794711,0
332.14851884494976,0
-18.12898539182809,0
-163.45970217181943,0
-242.8460075636857,0
-275.2902778429605,0
-275.79488917029903,0
-255.36221726848814,0
-168.99463709853003,0
-58.69452253454907,0
71.53575396204151,0
99.69382166934302,0
253.77731193281576,0
325.7838584938083,0
419.71109781899463,0
521.5566694305737,0
609.3182162371851,0
625.9933848654102,0
767.5798259919061,0
863.0751946760811,0
993.4771506935037,0
1131.7833588695971,0
1070.9914894137517,0
885.0992182540087,0
585.1042273719848,0
221.0042051382669,0
-157.2031533521162,0
-424.5201459438295,0
-711.9490630855172,0
-889.4921874937994,0
-903.1517938171934,0
-964.9301483000113,0
-837.8295084461448,0
-792.8521226831551,0
-618.000230026535,0
-484.27605974408624,0
-320.68183102050506,0
-131.21975262213684,0
-1.892022562023887,0
110.29917223459996,0
170.35165626447676,0
272.2632657800389,0
370.03184912264237,0
457.6552670551518,0
588.1313930941501,0
646.4581138413133,0
765.6333293142736,0
929.6549532767197,0
973.5209135678846,0
829.2291524308697,0
567.7776268406004,0
224.16430883059562,0
-198.61281418125324,0
-457.5557390677638,0
-612.6664466685658,0
-749.9469014674014,0
-849.3990512703853,0
-786.0248268856766,0
-716.826141804213,0
-574.8048918818665,0
-498.96295502263933,0
-340.3021908634687,0
-302.8244404604101,0
-169.53152597633607,0
-99.42525037018797,0
25.49260291238989,0
124.22027024693678,0
241.75600813618763,0
302.0980935144379,0
408.2448240502383,0
472.19451844715917,0
659.9455167429721,0
790.4961806066352,0
843.8448936337751,0
832.9900616398421,0
725.9301129514242,0
461.6634986955585,0
163.18869308681474,0
-260.4958062875468,0
-560.3914781847678,0
-825.4997774260113,0
-917.8221346180609,0
-1040.3599558774108,0
-1023.1146225567949,0
-921.08749097385,0
-801.2798921425401,0
-643.6931315069976,0
-506.3284886779142,0
-434.18721717140613,0
-250.27054415076753,0
-160.5796701709726,0
-48.11576892580213,0
-18.879986997660062,0
84.12655638960736,0
157.9027696150887,0
247.4475889022211,0
379.7599785573393,0
500.8389312049257,0
565.6834680199993,0
780.2926389575188,0
713.6655229785962,0
527.8012282735029,0
238.69889248142832,0
-166.6423170928354,0
-542.223203265939,0
-763.0445387661038,0
-1055.1070660267087,0
-1122.4114969832374,0
-1155.9585128739232,0
-1160.7487640439028,0
-1120.782869752672,0
-978.0614179853355,0
-822.5849652676926,0
-734.3540364846938,0
-562.3691247031375,0
-443.63069099783735,0
-362.1391642816015,0
-336.8949411390714,0
-263.8983856646627,0
