Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2025-01-20T22:37:18.249;790699014153142144;-264213;-264121;-319004;-472654;
2025-01-20T22:37:18.267;790699014171331072;-264667;-264560;-319437;-472659;
2025-01-20T22:37:18.285;790699014189519872;-265303;-265172;-319974;-472694;
2025-01-20T22:37:18.304;790699014207708672;-265970;-265780;-320542;-472774;
2025-01-20T22:37:18.322;790699014225897600;-266465;-266247;-320924;-472768;
2025-01-20T22:37:18.340;790699014244086400;-266858;-266625;-321240;-472739;
2025-01-20T22:37:18.358;790699014262275200;-267197;-266896;-321485;-472693;
2025-01-20T22:37:18.376;790699014280464128;-267415;-267054;-321618;-472679;
2025-01-20T22:37:18.395;790699014298652928;-267470;-267087;-321591;-472703;
2025-01-20T22:37:18.413;790699014316841728;-267435;-267097;-321540;-472703;
2025-01-20T22:37:18.431;790699014335030656;-267386;-266982;-321394;-472729;
2025-01-20T22:37:18.449;790699014353219456;-267261;-266813;-321339;-472693;
2025-01-20T22:37:18.467;790699014371408363;-267156;-266747;-321283;-472643;
2025-01-20T22:37:18.486;790699014389596928;-267054;-266652;-321336;-472737;
2025-01-20T22:37:18.504;790699014407785472;-267054;-266562;-321317;-472765;
2025-01-20T22:37:18.522;790699014425974144;-266946;-266425;-321281;-472766;
2025-01-20T22:37:18.540;790699014444162688;-266878;-266335;-321270;-472763;
2025-01-20T22:37:18.558;790699014462351360;-266823;-266243;-321142;-472697;
2025-01-20T22:37:18.576;790699014480539904;-266664;-266112;-321021;-472654;
2025-01-20T22:37:18.595;790699014498728576;-266685;-266082;-321147;-472690;
2025-01-20T22:37:18.613;790699014516917120;-266548;-265924;-321139;-472720;
2025-01-20T22:37:18.631;790699014535105792;-266273;-265639;-320914;-472724;
2025-01-20T22:37:18.649;790699014553294336;-266080;-265397;-320693;-472714;
2025-01-20T22:37:18.667;790699014571483008;-265823;-265137;-320456;-472759;
2025-01-20T22:37:18.686;790699014589671552;-265557;-264864;-320228;-472731;
2025-01-20T22:37:18.704;790699014607860224;-265229;-264549;-319997;-472733;
2025-01-20T22:37:18.722;790699014626048768;-264946;-264173;-319775;-472746;
2025-01-20T22:37:18.740;790699014644237440;-264587;-263823;-319470;-472742;
2025-01-20T22:37:18.758;790699014662425984;-264336;-263522;-319186;-472676;
2025-01-20T22:37:18.777;790699014680614656;-264182;-263353;-318955;-472679;
2025-01-20T22:37:18.795;790699014698803200;-263974;-263142;-318789;-472717;
2025-01-20T22:37:18.813;790699014716991744;-263867;-263040;-318778;-472730;
2025-01-20T22:37:18.831;790699014735180416;-264089;-263161;-318977;-472742;
2025-01-20T22:37:18.849;790699014753368960;-264252;-263351;-319215;-472673;
2025-01-20T22:37:18.868;790699014771557632;-264600;-263709;-319436;-472688;
2025-01-20T22:37:18.886;790699014789746176;-264802;-264065;-319552;-472655;
2025-01-20T22:37:18.904;790699014807934848;-265049;-264305;-319758;-472733;
2025-01-20T22:37:18.922;790699014826123392;-265029;-264393;-319779;-472781;
2025-01-20T22:37:18.940;790699014844312064;-264896;-264304;-319674;-472758;
2025-01-20T22:37:18.958;790699014862500608;-264602;-264052;-319442;-472717;
2025-01-20T22:37:18.977;790699014880689280;-264260;-263696;-319125;-472680;
2025-01-20T22:37:18.995;790699014898877824;-263782;-263360;-318767;-472679;
2025-01-20T22:37:19.013;790699014917066496;-263424;-262963;-318509;-472708;
2025-01-20T22:37:19.031;790699014935255040;-262964;-262496;-318052;-472712;
2025-01-20T22:37:19.049;790699014953443712;-262382;-261974;-317615;-472703;
2025-01-20T22:37:19.068;790699014971632256;-261839;-261547;-317086;-472681;
2025-01-20T22:37:19.086;790699014989820928;-261352;-261121;-316686;-472727;
2025-01-20T22:37:19.104;790699015008009472;-260958;-260807;-316290;-472761;
2025-01-20T22:37:19.122;790699015026198144;-260556;-260475;-315960;-472773;
2025-01-20T22:37:19.140;790699015044386724;-260127;-260179;-315546;-472782;
2025-01-20T22:37:19.159;790699015062576896;-259769;-259971;-315311;-472758;
2025-01-20T22:37:19.177;790699015080767104;-259484;-259664;-315033;-472753;
2025-01-20T22:37:19.195;790699015098957312;-259243;-259509;-314832;-472739;
2025-01-20T22:37:19.213;790699015117147520;-258971;-259287;-314648;-472733;
2025-01-20T22:37:19.231;790699015135337728;-258650;-259178;-314447;-472733;
2025-01-20T22:37:19.249;790699015153527936;-258380;-259060;-314354;-472705;
2025-01-20T22:37:19.268;790699015171718144;-258093;-259054;-314316;-472681;
2025-01-20T22:37:19.286;790699015189908352;-257869;-258968;-314175;-472744;
2025-01-20T22:37:19.304;790699015208098560;-257582;-258893;-314109;-472789;
2025-01-20T22:37:19.322;790699015226288768;-257439;-258773;-314029;-472722;
2025-01-20T22:37:19.340;790699015244478976;-257429;-258790;-314018;-472770;
2025-01-20T22:37:19.359;790699015262669312;-257614;-258909;-314154;-472745;
2025-01-20T22:37:19.377;790699015280859520;-258086;-259308;-314602;-472722;
2025-01-20T22:37:19.395;790699015299049728;-258605;-259784;-314955;-472717;
2025-01-20T22:37:19.413;790699015317239936;-259217;-260289;-315373;-472763;
2025-01-20T22:37:19.431;790699015335430144;-259739;-260834;-315733;-472721;
2025-01-20T22:37:19.450;790699015353620352;-260211;-261220;-316008;-472714;
2025-01-20T22:37:19.468;790699015371810560;-260533;-261458;-316156;-472725;
2025-01-20T22:37:19.486;790699015390000768;-260704;-261584;-316355;-472753;
2025-01-20T22:37:19.504;790699015408190976;-260657;-261679;-316378;-472732;
2025-01-20T22:37:19.522;790699015426381184;-260617;-261571;-316347;-472776;
2025-01-20T22:37:19.541;790699015444571392;-260484;-261423;-316278;-472822;
2025-01-20T22:37:19.559;790699015462761600;-260258;-261094;-316005;-472761;
2025-01-20T22:37:19.577;790699015480951808;-259960;-260919;-315800;-472795;
2025-01-20T22:37:19.595;790699015499142016;-259635;-260613;-315551;-472746;
2025-01-20T22:37:19.613;790699015517332224;-259414;-260416;-315408;-472749;
2025-01-20T22:37:19.631;790699015535522432;-259306;-260361;-315366;-472815;
2025-01-20T22:37:19.650;790699015553712640;-259220;-260328;-315279;-472779;
2025-01-20T22:37:19.668;790699015571902848;-259173;-260130;-315143;-472709;
2025-01-20T22:37:19.686;790699015590093056;-259195;-260143;-315118;-472768;
2025-01-20T22:37:19.704;790699015608283264;-259170;-260103;-315027;-472792;
2025-01-20T22:37:19.722;790699015626473600;-259214;-260032;-315063;-472749;
2025-01-20T22:37:19.741;790699015644663808;-259141;-259839;-314913;-472765;
2025-01-20T22:37:19.759;790699015662854016;-259122;-259683;-314802;-472780;
2025-01-20T22:37:19.777;790699015681044224;-258937;-259524;-314650;-472729;
2025-01-20T22:37:19.795;790699015699234432;-258718;-259319;-314450;-472681;
2025-01-20T22:37:19.813;790699015717424640;-258580;-259127;-314250;-472753;
2025-01-20T22:37:19.832;790699015735614848;-258389;-258772;-314047;-472714;
2025-01-20T22:37:19.850;790699015753805085;-258155;-258577;-313891;-472763;
2025-01-20T22:37:19.868;790699015771995520;-257989;-258393;-313791;-472756;
2025-01-20T22:37:19.886;790699015790185984;-257953;-258347;-313778;-472706;
2025-01-20T22:37:19.904;790699015808376576;-258129;-258639;-314042;-472702;
2025-01-20T22:37:19.923;790699015826567040;-258578;-259068;-314326;-472774;
2025-01-20T22:37:19.941;790699015844757504;-259282;-259655;-314894;-472802;
2025-01-20T22:37:19.959;790699015862948096;-259673;-260106;-315220;-472757;
2025-01-20T22:37:19.977;790699015881138560;-260138;-260531;-315587;-472738;
2025-01-20T22:37:19.995;790699015899329024;-260463;-261008;-315997;-472815;
2025-01-20T22:37:20.013;790699015917519616;-260693;-261376;-316208;-472764;
2025-01-20T22:37:20.032;790699015935710080;-261094;-261806;-316554;-472795;
2025-01-20T22:37:20.050;790699015953900544;-261155;-261900;-316607;-472808;
2025-01-20T22:37:20.068;790699015972091136;-261244;-261951;-316623;-472800;
2025-01-20T22:37:20.086;790699015990281600;-261350;-261944;-316644;-472731;
2025-01-20T22:37:20.104;790699016008472192;-261338;-261751;-316583;-472737;
2025-01-20T22:37:20.123;790699016026662656;-261214;-261555;-316418;-472804;
2025-01-20T22:37:20.141;790699016044853120;-261086;-261460;-316383;-472792;
2025-01-20T22:37:20.159;790699016063043712;-260981;-261411;-316316;-472753;
2025-01-20T22:37:20.177;790699016081234176;-260951;-261487;-316252;-472756;
2025-01-20T22:37:20.195;790699016099424640;-261021;-261573;-316280;-472697;
2025-01-20T22:37:20.214;790699016117615232;-261106;-261879;-316448;-472714;
2025-01-20T22:37:20.232;790699016135805696;-261257;-262288;-316595;-472758;
2025-01-20T22:37:20.250;790699016153996160;-261404;-262652;-316694;-472753;
2025-01-20T22:37:20.268;790699016172186752;-261562;-263047;-316775;-472774;
2025-01-20T22:37:20.286;790699016190377216;-261701;-263222;-316821;-472760;
2025-01-20T22:37:20.305;790699016208567680;-261841;-263527;-316953;-472706;
2025-01-20T22:37:20.323;790699016226758272;-262007;-263757;-317059;-472689;
2025-01-20T22:37:20.341;790699016244948736;-262176;-263834;-317065;-472695;
2025-01-20T22:37:20.359;790699016263139200;-262304;-263898;-317148;-472773;
2025-01-20T22:37:20.377;790699016281329792;-262301;-263911;-317151;-472765;
2025-01-20T22:37:20.395;790699016299520256;-262445;-264106;-317275;-472790;
2025-01-20T22:37:20.414;790699016317710720;-262670;-264428;-317468;-472697;
2025-01-20T22:37:20.432;790699016335901312;-263307;-265007;-317929;-472778;
2025-01-20T22:37:20.450;790699016354091776;-264042;-265557;-318406;-472764;
2025-01-20T22:37:20.468;790699016372282368;-264720;-266204;-318929;-472720;
2025-01-20T22:37:20.486;790699016390472832;-265435;-266916;-319485;-472728;
2025-01-20T22:37:20.505;790699016408663396;-266010;-267502;-319896;-472775;
2025-01-20T22:37:20.523;790699016426852096;-266478;-267946;-320267;-472712;
2025-01-20T22:37:20.541;790699016445040768;-266920;-268324;-320548;-472726;
2025-01-20T22:37:20.559;790699016463229568;-267333;-268729;-320779;-472795;
2025-01-20T22:37:20.577;790699016481418240;-267514;-268867;-320821;-472762;
2025-01-20T22:37:20.596;790699016499607040;-267555;-268895;-320863;-472722;
2025-01-20T22:37:20.614;790699016517795712;-267626;-268982;-320878;-472673;
2025-01-20T22:37:20.632;790699016535984512;-267638;-269022;-320915;-472748;
2025-01-20T22:37:20.650;790699016554173184;-267686;-269006;-320903;-472730;
2025-01-20T22:37:20.668;790699016572361984;-267733;-268913;-320797;-472747;
2025-01-20T22:37:20.687;790699016590550656;-267713;-268973;-320818;-472744;
2025-01-20T22:37:20.705;790699016608739328;-267796;-269039;-320894;-472699;
2025-01-20T22:37:20.723;790699016626928128;-267947;-269210;-321003;-472745;
2025-01-20T22:37:20.741;790699016645116800;-268096;-269353;-321132;-472795;
2025-01-20T22:37:20.759;790699016663305600;-268143;-269344;-321200;-472791;
2025-01-20T22:37:20.777;790699016681494272;-268278;-269341;-321262;-472728;
2025-01-20T22:37:20.796;790699016699683072;-268401;-269378;-321294;-472770;
2025-01-20T22:37:20.814;790699016717871744;-268341;-269373;-321380;-472759;
2025-01-20T22:37:20.832;790699016736060416;-268300;-269323;-321365;-472713;
2025-01-20T22:37:20.850;790699016754249216;-268414;-269403;-321414;-472774;
2025-01-20T22:37:20.868;790699016772437888;-268458;-269374;-321352;-472787;
2025-01-20T22:37:20.887;790699016790626688;-268454;-269363;-321383;-472813;
2025-01-20T22:37:20.905;790699016808815360;-268358;-269351;-321361;-472798;
2025-01-20T22:37:20.923;790699016827004160;-268483;-269451;-321420;-472765;
2025-01-20T22:37:20.941;790699016845192832;-268918;-269854;-321758;-472799;
2025-01-20T22:37:20.959;790699016863381504;-269537;-270457;-322225;-472796;
2025-01-20T22:37:20.978;790699016881570304;-270269;-271115;-322744;-472766;
2025-01-20T22:37:20.996;790699016899758976;-271072;-271932;-323322;-472808;
2025-01-20T22:37:21.014;790699016917947776;-271740;-272630;-323843;-472753;
2025-01-20T22:37:21.032;790699016936136448;-272365;-273231;-324284;-472717;
2025-01-20T22:37:21.050;790699016954325248;-272993;-273862;-324711;-472781;
2025-01-20T22:37:21.068;790699016972513920;-273381;-274195;-325001;-472702;
2025-01-20T22:37:21.087;790699016990702720;-273657;-274485;-325201;-472746;
2025-01-20T22:37:21.105;790699017008891392;-273873;-274727;-325316;-472715;
2025-01-20T22:37:21.123;790699017027080064;-274040;-274783;-325335;-472702;
2025-01-20T22:37:21.141;790699017045268864;-274119;-274876;-325382;-472741;
2025-01-20T22:37:21.159;790699017063457536;-274148;-274994;-325371;-472760;
2025-01-20T22:37:21.178;790699017081646332;-274174;-275044;-325403;-472801;
2025-01-20T22:37:21.196;790699017099834752;-274256;-275067;-325381;-472747;
2025-01-20T22:37:21.214;790699017118023168;-274370;-275209;-325424;-472727;
2025-01-20T22:37:21.232;790699017136211456;-274507;-275329;-325560;-472791;
2025-01-20T22:37:21.250;790699017154399872;-274685;-275499;-325667;-472755;
2025-01-20T22:37:21.269;790699017172588160;-274843;-275608;-325764;-472728;
2025-01-20T22:37:21.287;790699017190776576;-274940;-275743;-325818;-472757;
2025-01-20T22:37:21.305;790699017208964864;-274984;-275803;-325823;-472734;
2025-01-20T22:37:21.323;790699017227153280;-275031;-275827;-325843;-472746;
2025-01-20T22:37:21.341;790699017245341568;-275038;-275875;-325875;-472760;
2025-01-20T22:37:21.359;790699017263529984;-275047;-275884;-325881;-472725;
2025-01-20T22:37:21.378;790699017281718272;-275095;-275831;-325892;-472767;
2025-01-20T22:37:21.396;790699017299906688;-274989;-275777;-325862;-472744;
2025-01-20T22:37:21.414;790699017318094976;-274932;-275711;-325698;-472747;
2025-01-20T22:37:21.432;790699017336283392;-274954;-275769;-325764;-472787;
2025-01-20T22:37:21.450;790699017354471808;-275286;-276026;-326016;-472767;
2025-01-20T22:37:21.469;790699017372660096;-275757;-276504;-326378;-472733;
2025-01-20T22:37:21.487;790699017390848512;-276571;-277206;-326910;-472819;
2025-01-20T22:37:21.505;790699017409036800;-277249;-277902;-327381;-472781;
2025-01-20T22:37:21.523;790699017427225216;-277989;-278631;-327861;-472756;
2025-01-20T22:37:21.541;790699017445413504;-278539;-279249;-328316;-472694;
2025-01-20T22:37:21.560;790699017463601920;-279046;-279790;-328633;-472739;
2025-01-20T22:37:21.578;790699017481790208;-279478;-280176;-328825;-472762;
2025-01-20T22:37:21.596;790699017499978624;-279681;-280312;-328926;-472709;
2025-01-20T22:37:21.614;790699017518166912;-279846;-280487;-329047;-472751;
2025-01-20T22:37:21.632;790699017536355328;-279856;-280495;-328974;-472730;
2025-01-20T22:37:21.650;790699017554543616;-279910;-280428;-328993;-472762;
2025-01-20T22:37:21.669;790699017572732032;-279886;-280325;-328929;-472805;
2025-01-20T22:37:21.687;790699017590920448;-279811;-280209;-328880;-472791;
2025-01-20T22:37:21.705;790699017609108736;-279783;-280118;-328837;-472728;
2025-01-20T22:37:21.723;790699017627297152;-279811;-280180;-328803;-472712;
2025-01-20T22:37:21.741;790699017645485440;-280002;-280106;-328826;-472767;
2025-01-20T22:37:21.760;790699017663673856;-280150;-280141;-329008;-472826;
2025-01-20T22:37:21.778;790699017681862144;-280303;-280110;-329046;-472815;
2025-01-20T22:37:21.796;790699017700050560;-280361;-280074;-329034;-472832;
2025-01-20T22:37:21.814;790699017718238848;-280366;-279892;-329073;-472762;
2025-01-20T22:37:21.832;790699017736427264;-280425;-279735;-329071;-472778;
2025-01-20T22:37:21.851;790699017754615534;-280464;-279505;-328985;-472781;
2025-01-20T22:37:21.869;790699017772803840;-280482;-279293;-329025;-472784;
2025-01-20T22:37:21.887;790699017790992128;-280298;-279041;-328943;-472802;
2025-01-20T22:37:21.905;790699017809180416;-280124;-278643;-328795;-472798;
2025-01-20T22:37:21.923;790699017827368704;-279804;-278337;-328617;-472781;
2025-01-20T22:37:21.942;790699017845556992;-279424;-278065;-328397;-472731;
2025-01-20T22:37:21.960;790699017863745152;-279429;-278054;-328392;-472750;
2025-01-20T22:37:21.978;790699017881933440;-279687;-278218;-328525;-472845;
2025-01-20T22:37:21.996;790699017900121728;-279902;-278555;-328752;-472740;
2025-01-20T22:37:22.014;790699017918310016;-280531;-279111;-329152;-472721;
2025-01-20T22:37:22.032;790699017936498304;-281159;-279646;-329637;-472751;
2025-01-20T22:37:22.051;790699017954686592;-281633;-280101;-329924;-472710;
2025-01-20T22:37:22.069;790699017972874880;-282088;-280575;-330222;-472810;
2025-01-20T22:37:22.087;790699017991063168;-282355;-280780;-330388;-472780;
2025-01-20T22:37:22.105;790699018009251456;-282508;-280903;-330430;-472764;
2025-01-20T22:37:22.123;790699018027439744;-282595;-280995;-330449;-472754;
2025-01-20T22:37:22.142;790699018045627904;-282585;-280938;-330381;-472669;
2025-01-20T22:37:22.160;790699018063816192;-282423;-280832;-330239;-472687;
2025-01-20T22:37:22.178;790699018082004480;-282286;-280678;-330156;-472733;
2025-01-20T22:37:22.196;790699018100192768;-282095;-280503;-330011;-472775;
2025-01-20T22:37:22.214;790699018118381056;-281893;-280394;-329902;-472674;
2025-01-20T22:37:22.233;790699018136569344;-281801;-280177;-329733;-472699;
2025-01-20T22:37:22.251;790699018154757632;-281632;-280068;-329607;-472695;
2025-01-20T22:37:22.269;790699018172945920;-281593;-280005;-329623;-472756;
2025-01-20T22:37:22.287;790699018191134208;-281571;-279941;-329576;-472765;
2025-01-20T22:37:22.305;790699018209322368;-281496;-279892;-329599;-472783;
2025-01-20T22:37:22.323;790699018227510656;-281389;-279739;-329477;-472737;
2025-01-20T22:37:22.342;790699018245698944;-281204;-279609;-329387;-472690;
2025-01-20T22:37:22.360;790699018263887232;-281110;-279526;-329367;-472704;
2025-01-20T22:37:22.378;790699018282075520;-280988;-279367;-329219;-472722;
2025-01-20T22:37:22.396;790699018300263808;-280910;-279305;-329157;-472823;
2025-01-20T22:37:22.414;790699018318452096;-280672;-279104;-328924;-472775;
2025-01-20T22:37:22.433;790699018336640384;-280447;-278817;-328734;-472698;
2025-01-20T22:37:22.451;790699018354828672;-280139;-278456;-328503;-472689;
2025-01-20T22:37:22.469;790699018373016832;-279930;-278199;-328305;-472732;
2025-01-20T22:37:22.487;790699018391205120;-279593;-277953;-328069;-472809;
2025-01-20T22:37:22.505;790699018409393408;-279398;-277723;-327924;-472804;
2025-01-20T22:37:22.524;790699018427581686;-279228;-277524;-327796;-472711;
2025-01-20T22:37:22.542;790699018445769600;-279386;-277704;-327927;-472714;
2025-01-20T22:37:22.560;790699018463957504;-279756;-278049;-328212;-472690;
2025-01-20T22:37:22.578;790699018482145408;-280374;-278622;-328576;-472761;
2025-01-20T22:37:22.596;790699018500333184;-281034;-279219;-329096;-472784;
2025-01-20T22:37:22.614;790699018518521088;-281698;-279874;-329579;-472738;
2025-01-20T22:37:22.633;790699018536708992;-282093;-280282;-329908;-472706;
2025-01-20T22:37:22.651;790699018554896896;-282464;-280653;-330193;-472747;
2025-01-20T22:37:22.669;790699018573084800;-282721;-280940;-330373;-472697;
2025-01-20T22:37:22.687;790699018591272704;-282957;-281177;-330552;-472722;
2025-01-20T22:37:22.705;790699018609460480;-283144;-281398;-330793;-472823;
2025-01-20T22:37:22.724;790699018627648384;-283123;-281445;-330812;-472743;
2025-01-20T22:37:22.742;790699018645836288;-283083;-281376;-330821;-472741;
2025-01-20T22:37:22.760;790699018664024192;-282942;-281242;-330737;-472715;
2025-01-20T22:37:22.778;790699018682212096;-282896;-281159;-330750;-472757;
2025-01-20T22:37:22.796;790699018700399872;-282681;-281022;-330658;-472766;
2025-01-20T22:37:22.815;790699018718587776;-282576;-280853;-330614;-472834;
2025-01-20T22:37:22.833;790699018736775680;-282371;-280694;-330450;-472736;
2025-01-20T22:37:22.851;790699018754963584;-282235;-280593;-330357;-472700;
2025-01-20T22:37:22.869;790699018773151488;-282057;-280453;-330279;-472645;
2025-01-20T22:37:22.887;790699018791339264;-282078;-280466;-330389;-472664;
2025-01-20T22:37:22.905;790699018809527168;-282018;-280500;-330353;-472723;
2025-01-20T22:37:22.924;790699018827715072;-281979;-280568;-330487;-472793;
2025-01-20T22:37:22.942;790699018845902976;-281920;-280588;-330357;-472709;
2025-01-20T22:37:22.960;790699018864090880;-282114;-280770;-330356;-472689;
2025-01-20T22:37:22.978;790699018882278784;-282077;-280960;-330412;-472770;
2025-01-20T22:37:22.996;790699018900466560;-281884;-280777;-330368;-472739;
2025-01-20T22:37:23.015;790699018918654464;-281604;-280459;-330104;-472690;
2025-01-20T22:37:23.033;790699018936842368;-281335;-280208;-329885;-472703;
2025-01-20T22:37:23.051;790699018955030272;-281003;-279794;-329676;-472736;
2025-01-20T22:37:23.069;790699018973218176;-280687;-279391;-329472;-472672;
2025-01-20T22:37:23.087;790699018991405952;-280438;-279069;-329332;-472768;
2025-01-20T22:37:23.106;790699019009593856;-280290;-278913;-329216;-472707;
2025-01-20T22:37:23.124;790699019027781760;-280565;-279130;-329447;-472732;
2025-01-20T22:37:23.142;790699019045969664;-281043;-279587;-330001;-472707;
2025-01-20T22:37:23.160;790699019064157568;-281643;-280148;-330545;-472783;
2025-01-20T22:37:23.178;790699019082345376;-282035;-280575;-330926;-472721;
2025-01-20T22:37:23.196;790699019100534016;-282578;-281071;-331267;-472787;
2025-01-20T22:37:23.215;790699019118722688;-283041;-281411;-331437;-472831;
2025-01-20T22:37:23.233;790699019136911488;-283371;-281760;-331576;-472717;
2025-01-20T22:37:23.251;790699019155100160;-283653;-282040;-331692;-472728;
2025-01-20T22:37:23.269;790699019173288960;-283815;-282136;-331629;-472675;
2025-01-20T22:37:23.287;790699019191477632;-283971;-282338;-331639;-472697;
2025-01-20T22:37:23.306;790699019209666432;-284106;-282457;-331634;-472746;
2025-01-20T22:37:23.324;790699019227855104;-284094;-282529;-331510;-472749;
2025-01-20T22:37:23.342;790699019246043904;-283976;-282387;-331387;-472705;
2025-01-20T22:37:23.360;790699019264232576;-283816;-282199;-331272;-472688;
2025-01-20T22:37:23.378;790699019282421248;-283761;-282074;-331254;-472657;
2025-01-20T22:37:23.397;790699019300610048;-283723;-281945;-331342;-472767;
2025-01-20T22:37:23.415;790699019318798720;-283581;-281834;-331467;-472700;
2025-01-20T22:37:23.433;790699019336987520;-283238;-281510;-331552;-472730;
2025-01-20T22:37:23.451;790699019355176192;-282838;-281020;-331366;-472673;
2025-01-20T22:37:23.469;790699019373364992;-282425;-280573;-331093;-472734;
2025-01-20T22:37:23.488;790699019391553664;-281912;-280097;-330825;-472700;
2025-01-20T22:37:23.506;790699019409742336;-281471;-279636;-330615;-472747;
2025-01-20T22:37:23.524;790699019427931136;-281087;-279250;-330380;-472796;
2025-01-20T22:37:23.542;790699019446119808;-280562;-278762;-329957;-472760;
2025-01-20T22:37:23.560;790699019464308608;-280160;-278362;-329593;-472763;
2025-01-20T22:37:23.578;790699019482497280;-279819;-278062;-329271;-472710;
2025-01-20T22:37:23.597;790699019500686080;-279582;-277819;-328999;-472723;
2025-01-20T22:37:23.615;790699019518874752;-279317;-277669;-328821;-472746;
2025-01-20T22:37:23.633;790699019537063424;-279026;-277474;-328583;-472737;
2025-01-20T22:37:23.651;790699019555252224;-278816;-277270;-328384;-472802;
2025-01-20T22:37:23.669;790699019573440896;-278551;-277035;-328186;-472713;
2025-01-20T22:37:23.688;790699019591629696;-278377;-276917;-327987;-472712;
2025-01-20T22:37:23.706;790699019609818368;-278226;-276856;-327982;-472754;
2025-01-20T22:37:23.724;790699019628007168;-278144;-276865;-327879;-472719;
2025-01-20T22:37:23.742;790699019646195840;-278312;-276981;-327939;-472796;
2025-01-20T22:37:23.760;790699019664384640;-278657;-277401;-328209;-472746;
2025-01-20T22:37:23.779;790699019682573312;-279129;-277899;-328478;-472690;
2025-01-20T22:37:23.797;790699019700761984;-279704;-278499;-328934;-472733;
2025-01-20T22:37:23.815;790699019718950784;-280222;-278995;-329318;-472785;
2025-01-20T22:37:23.833;790699019737139584;-280725;-279543;-329673;-472716;
2025-01-20T22:37:23.851;790699019755330432;-281054;-279925;-329931;-472672;
2025-01-20T22:37:23.869;790699019773521280;-281414;-280315;-330152;-472725;
2025-01-20T22:37:23.888;790699019791712256;-281555;-280578;-330374;-472699;
2025-01-20T22:37:23.906;790699019809903104;-281785;-280741;-330496;-472686;
2025-01-20T22:37:23.924;790699019828094080;-281878;-280892;-330574;-472760;
2025-01-20T22:37:23.942;790699019846284928;-281842;-280994;-330680;-472771;
2025-01-20T22:37:23.960;790699019864475904;-281867;-281115;-330777;-472764;
2025-01-20T22:37:23.979;790699019882666752;-281852;-281156;-330807;-472753;
2025-01-20T22:37:23.997;790699019900857728;-281832;-281232;-330783;-472713;
2025-01-20T22:37:24.015;790699019919048576;-281897;-281330;-330892;-472712;
2025-01-20T22:37:24.033;790699019937239552;-281989;-281395;-330983;-472732;
2025-01-20T22:37:24.051;790699019955430400;-281985;-281506;-331027;-472756;
2025-01-20T22:37:24.070;790699019973621376;-282048;-281616;-331092;-472763;
2025-01-20T22:37:24.088;790699019991812224;-282099;-281741;-331230;-472763;
2025-01-20T22:37:24.106;790699020010003200;-282095;-281820;-331229;-472784;
2025-01-20T22:37:24.124;790699020028194048;-282125;-281848;-331216;-472802;
2025-01-20T22:37:24.142;790699020046384896;-282134;-281844;-331174;-472773;
2025-01-20T22:37:24.161;790699020064575872;-282135;-281793;-331102;-472792;
2025-01-20T22:37:24.179;790699020082766720;-282034;-281743;-331008;-472772;
2025-01-20T22:37:24.197;790699020100957696;-281967;-281589;-330887;-472781;
2025-01-20T22:37:24.215;790699020119148544;-281907;-281402;-330732;-472711;
2025-01-20T22:37:24.233;790699020137339520;-281756;-281261;-330632;-472709;
2025-01-20T22:37:24.251;790699020155530368;-281698;-281119;-330484;-472763;
2025-01-20T22:37:24.270;790699020173721344;-281530;-280920;-330278;-472663;
2025-01-20T22:37:24.288;790699020191912192;-281363;-280708;-330089;-472687;
2025-01-20T22:37:24.306;790699020210103168;-281132;-280527;-329878;-472706;
2025-01-20T22:37:24.324;790699020228294016;-280951;-280296;-329691;-472683;
2025-01-20T22:37:24.342;790699020246484992;-280889;-280135;-329611;-472713;
2025-01-20T22:37:24.361;790699020264675840;-281063;-280229;-329693;-472724;
2025-01-20T22:37:24.379;790699020282866816;-281300;-280552;-329808;-472722;
2025-01-20T22:37:24.397;790699020301057664;-281683;-280813;-329974;-472714;
2025-01-20T22:37:24.415;790699020319248512;-282036;-281125;-330223;-472729;
2025-01-20T22:37:24.433;790699020337439488;-282377;-281458;-330448;-472780;
2025-01-20T22:37:24.452;790699020355630336;-282687;-281700;-330595;-472785;
2025-01-20T22:37:24.470;790699020373821312;-282767;-281834;-330702;-472751;
2025-01-20T22:37:24.488;790699020392012160;-283089;-281996;-330832;-472768;
2025-01-20T22:37:24.506;790699020410203136;-283076;-282084;-330808;-472740;
2025-01-20T22:37:24.524;790699020428393984;-283166;-282063;-330814;-472788;
2025-01-20T22:37:24.543;790699020446584960;-283067;-281949;-330759;-472723;
2025-01-20T22:37:24.561;790699020464775808;-283024;-281913;-330692;-472774;
2025-01-20T22:37:24.579;790699020482966784;-282940;-281814;-330569;-472740;
2025-01-20T22:37:24.597;790699020501157714;-282800;-281725;-330447;-472740;
2025-01-20T22:37:24.615;790699020519350400;-282656;-281649;-330325;-472710;
2025-01-20T22:37:24.633;790699020537543040;-282622;-281573;-330344;-472774;
2025-01-20T22:37:24.652;790699020555735552;-282466;-281366;-330285;-472775;
2025-01-20T22:37:24.670;790699020573928192;-282405;-281257;-330172;-472763;
2025-01-20T22:37:24.688;790699020592120704;-282357;-281245;-330090;-472806;
2025-01-20T22:37:24.706;790699020610313344;-282246;-281153;-329992;-472804;
2025-01-20T22:37:24.724;790699020628505856;-282104;-280982;-329961;-472783;
2025-01-20T22:37:24.743;790699020646698496;-281954;-280847;-329838;-472767;
