Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2025-01-20T22:31:32.252;790698668155556864;-241444;-243211;-303249;-472760;
2025-01-20T22:31:32.270;790698668173744896;-241405;-243186;-303150;-472731;
2025-01-20T22:31:32.288;790698668191932800;-241312;-242986;-302994;-472724;
2025-01-20T22:31:32.306;790698668210120832;-241202;-242879;-302888;-472715;
2025-01-20T22:31:32.324;790698668228308864;-241030;-242725;-302773;-472760;
2025-01-20T22:31:32.342;790698668246496896;-240983;-242558;-302594;-472762;
2025-01-20T22:31:32.361;790698668264684800;-240764;-242502;-302479;-472730;
2025-01-20T22:31:32.379;790698668282872832;-240710;-242354;-302483;-472776;
2025-01-20T22:31:32.397;790698668301060864;-240631;-242268;-302393;-472742;
2025-01-20T22:31:32.415;790698668319248896;-240560;-242240;-302339;-472744;
2025-01-20T22:31:32.433;790698668337436800;-240454;-242108;-302211;-472707;
2025-01-20T22:31:32.452;790698668355624832;-240345;-241996;-302157;-472712;
2025-01-20T22:31:32.470;790698668373812864;-240367;-242005;-302046;-472743;
2025-01-20T22:31:32.488;790698668392000896;-240246;-241876;-301935;-472703;
2025-01-20T22:31:32.506;790698668410188800;-240257;-241822;-301980;-472731;
2025-01-20T22:31:32.524;790698668428376832;-240357;-241939;-302103;-472699;
2025-01-20T22:31:32.543;790698668446564864;-240605;-242278;-302360;-472805;
2025-01-20T22:31:32.561;790698668464752896;-241010;-242706;-302743;-472778;
2025-01-20T22:31:32.579;790698668482940800;-241437;-243151;-303230;-472724;
2025-01-20T22:31:32.597;790698668501128832;-241798;-243596;-303465;-472715;
2025-01-20T22:31:32.615;790698668519316864;-242087;-243852;-303743;-472744;
2025-01-20T22:31:32.633;790698668537504896;-242240;-244032;-303904;-472717;
2025-01-20T22:31:32.652;790698668555692800;-242324;-244147;-303893;-472725;
2025-01-20T22:31:32.670;790698668573880832;-242480;-244214;-303979;-472755;
2025-01-20T22:31:32.688;790698668592068864;-242453;-244222;-303899;-472730;
2025-01-20T22:31:32.706;790698668610256896;-242453;-244206;-303856;-472723;
2025-01-20T22:31:32.724;790698668628444928;-242273;-244062;-303685;-472639;
2025-01-20T22:31:32.743;790698668646632832;-242192;-243870;-303530;-472726;
2025-01-20T22:31:32.761;790698668664820864;-242108;-243811;-303431;-472757;
2025-01-20T22:31:32.779;790698668683008896;-241988;-243691;-303302;-472742;
2025-01-20T22:31:32.797;790698668701196928;-241855;-243604;-303204;-472763;
2025-01-20T22:31:32.815;790698668719384832;-241748;-243502;-303056;-472758;
2025-01-20T22:31:32.834;790698668737572864;-241630;-243351;-302936;-472772;
2025-01-20T22:31:32.852;790698668755760896;-241595;-243277;-302883;-472707;
2025-01-20T22:31:32.870;790698668773948928;-241480;-243195;-302773;-472741;
2025-01-20T22:31:32.888;790698668792136832;-241362;-243089;-302747;-472761;
2025-01-20T22:31:32.906;790698668810324864;-241203;-242939;-302584;-472756;
2025-01-20T22:31:32.924;790698668828512896;-241084;-242879;-302568;-472724;
2025-01-20T22:31:32.943;790698668846700928;-241164;-242999;-302661;-472722;
2025-01-20T22:31:32.961;790698668864888832;-241285;-243198;-302786;-472737;
2025-01-20T22:31:32.979;790698668883076798;-241560;-243576;-303070;-472771;
2025-01-20T22:31:32.997;790698668901264768;-241890;-243999;-303442;-472780;
2025-01-20T22:31:33.015;790698668919452800;-242188;-244257;-303733;-472729;
2025-01-20T22:31:33.034;790698668937640832;-242490;-244566;-303952;-472798;
2025-01-20T22:31:33.052;790698668955828736;-242560;-244747;-304022;-472744;
2025-01-20T22:31:33.070;790698668974016768;-242676;-244837;-304109;-472758;
2025-01-20T22:31:33.088;790698668992204800;-242662;-244864;-304032;-472714;
2025-01-20T22:31:33.106;790698669010392832;-242595;-244812;-304048;-472748;
2025-01-20T22:31:33.125;790698669028580736;-242612;-244728;-303949;-472740;
2025-01-20T22:31:33.143;790698669046768768;-242527;-244579;-303785;-472719;
2025-01-20T22:31:33.161;790698669064956800;-242349;-244433;-303640;-472662;
2025-01-20T22:31:33.179;790698669083144832;-242264;-244338;-303558;-472708;
2025-01-20T22:31:33.197;790698669101332736;-242075;-244147;-303392;-472739;
2025-01-20T22:31:33.215;790698669119520768;-241959;-243986;-303208;-472666;
2025-01-20T22:31:33.234;790698669137708800;-241834;-243854;-303171;-472702;
2025-01-20T22:31:33.252;790698669155896832;-241783;-243693;-303015;-472749;
2025-01-20T22:31:33.270;790698669174084736;-241653;-243589;-302977;-472736;
2025-01-20T22:31:33.288;790698669192272768;-241486;-243402;-302801;-472693;
2025-01-20T22:31:33.306;790698669210460800;-241354;-243288;-302704;-472776;
2025-01-20T22:31:33.325;790698669228648832;-241117;-243102;-302497;-472748;
2025-01-20T22:31:33.343;790698669246836736;-240969;-242897;-302433;-472745;
2025-01-20T22:31:33.361;790698669265024768;-240884;-242901;-302407;-472743;
2025-01-20T22:31:33.379;790698669283212800;-240968;-243035;-302535;-472753;
2025-01-20T22:31:33.397;790698669301400832;-241276;-243419;-302910;-472746;
2025-01-20T22:31:33.416;790698669319588736;-241547;-243749;-303175;-472766;
2025-01-20T22:31:33.434;790698669337776768;-241823;-244079;-303459;-472731;
2025-01-20T22:31:33.452;790698669355964800;-242098;-244376;-303672;-472689;
2025-01-20T22:31:33.470;790698669374152832;-242343;-244580;-303933;-472725;
2025-01-20T22:31:33.488;790698669392340864;-242523;-244767;-304098;-472727;
2025-01-20T22:31:33.506;790698669410528768;-242727;-244828;-304221;-472761;
2025-01-20T22:31:33.525;790698669428716800;-242731;-244808;-304208;-472706;
2025-01-20T22:31:33.543;790698669446904832;-242773;-244833;-304242;-472724;
2025-01-20T22:31:33.561;790698669465092864;-242640;-244745;-304078;-472682;
2025-01-20T22:31:33.579;790698669483280768;-242555;-244719;-303966;-472722;
2025-01-20T22:31:33.597;790698669501468800;-242219;-244502;-303684;-472707;
2025-01-20T22:31:33.616;790698669519656832;-241922;-244310;-303366;-472710;
2025-01-20T22:31:33.634;790698669537844864;-241652;-244034;-303157;-472737;
2025-01-20T22:31:33.652;790698669556032768;-241312;-243718;-302846;-472712;
2025-01-20T22:31:33.670;790698669574220800;-241049;-243540;-302594;-472716;
2025-01-20T22:31:33.688;790698669592408832;-240846;-243413;-302499;-472708;
2025-01-20T22:31:33.707;790698669610596864;-240683;-243284;-302350;-472753;
2025-01-20T22:31:33.725;790698669628784768;-240545;-243224;-302299;-472750;
2025-01-20T22:31:33.743;790698669646972856;-240465;-243128;-302172;-472741;
2025-01-20T22:31:33.761;790698669665161088;-240304;-242987;-302077;-472703;
2025-01-20T22:31:33.779;790698669683349376;-240230;-242955;-302003;-472739;
2025-01-20T22:31:33.797;790698669701537536;-240269;-243070;-302198;-472759;
2025-01-20T22:31:33.816;790698669719725824;-240538;-243375;-302421;-472767;
2025-01-20T22:31:33.834;790698669737914112;-240956;-243786;-302911;-472756;
2025-01-20T22:31:33.852;790698669756102400;-241357;-244246;-303350;-472757;
2025-01-20T22:31:33.870;790698669774290560;-241699;-244669;-303676;-472674;
2025-01-20T22:31:33.888;790698669792478848;-242053;-245134;-304044;-472725;
2025-01-20T22:31:33.907;790698669810667136;-242240;-245423;-304204;-472751;
2025-01-20T22:31:33.925;790698669828855424;-242372;-245691;-304305;-472728;
2025-01-20T22:31:33.943;790698669847043584;-242490;-245885;-304376;-472710;
2025-01-20T22:31:33.961;790698669865231872;-242550;-245921;-304386;-472771;
2025-01-20T22:31:33.979;790698669883420160;-242514;-245873;-304246;-472745;
2025-01-20T22:31:33.998;790698669901608448;-242403;-245764;-304146;-472703;
2025-01-20T22:31:34.016;790698669919796608;-242264;-245683;-303984;-472726;
2025-01-20T22:31:34.034;790698669937984896;-242065;-245521;-303828;-472698;
2025-01-20T22:31:34.052;790698669956173184;-241979;-245371;-303718;-472744;
2025-01-20T22:31:34.070;790698669974361472;-241775;-245202;-303515;-472694;
2025-01-20T22:31:34.089;790698669992549632;-241703;-245123;-303459;-472720;
2025-01-20T22:31:34.107;790698670010737920;-241551;-244964;-303359;-472734;
2025-01-20T22:31:34.125;790698670028926208;-241478;-244836;-303238;-472737;
2025-01-20T22:31:34.143;790698670047114496;-241369;-244744;-303104;-472729;
2025-01-20T22:31:34.161;790698670065302656;-241259;-244680;-303013;-472759;
2025-01-20T22:31:34.179;790698670083490944;-241240;-244590;-302931;-472747;
2025-01-20T22:31:34.198;790698670101679232;-241085;-244459;-302789;-472739;
2025-01-20T22:31:34.216;790698670119867520;-241019;-244457;-302745;-472732;
2025-01-20T22:31:34.234;790698670138055680;-241098;-244589;-302908;-472745;
2025-01-20T22:31:34.252;790698670156243968;-241332;-244821;-303196;-472736;
2025-01-20T22:31:34.270;790698670174432256;-241722;-245284;-303566;-472705;
2025-01-20T22:31:34.289;790698670192620544;-242047;-245747;-303946;-472697;
2025-01-20T22:31:34.307;790698670210808704;-242462;-246257;-304272;-472746;
2025-01-20T22:31:34.325;790698670228996992;-242752;-246603;-304508;-472742;
2025-01-20T22:31:34.343;790698670247185280;-242916;-246798;-304646;-472708;
2025-01-20T22:31:34.361;790698670265373568;-243145;-247021;-304725;-472726;
2025-01-20T22:31:34.380;790698670283561728;-243217;-247140;-304818;-472753;
2025-01-20T22:31:34.398;790698670301750016;-243217;-247140;-304737;-472723;
2025-01-20T22:31:34.416;790698670319938304;-243161;-247105;-304697;-472805;
2025-01-20T22:31:34.434;790698670338126592;-243124;-247057;-304643;-472762;
2025-01-20T22:31:34.452;790698670356314752;-243030;-246920;-304476;-472724;
2025-01-20T22:31:34.470;790698670374503040;-243014;-246765;-304405;-472712;
2025-01-20T22:31:34.489;790698670392691328;-242961;-246554;-304310;-472743;
2025-01-20T22:31:34.507;790698670410879594;-242861;-246397;-304258;-472707;
2025-01-20T22:31:34.525;790698670429066880;-242763;-246240;-304133;-472653;
2025-01-20T22:31:34.543;790698670447254144;-242591;-246122;-303996;-472703;
2025-01-20T22:31:34.561;790698670465441280;-242455;-246137;-303909;-472740;
2025-01-20T22:31:34.580;790698670483628544;-242361;-246057;-303842;-472777;
2025-01-20T22:31:34.598;790698670501815680;-242220;-246002;-303746;-472756;
2025-01-20T22:31:34.616;790698670520002944;-242079;-245796;-303540;-472758;
2025-01-20T22:31:34.634;790698670538190080;-241886;-245568;-303374;-472734;
2025-01-20T22:31:34.652;790698670556377344;-241772;-245444;-303336;-472732;
2025-01-20T22:31:34.671;790698670574564480;-241754;-245515;-303399;-472691;
2025-01-20T22:31:34.689;790698670592751744;-242012;-245808;-303662;-472742;
2025-01-20T22:31:34.707;790698670610938880;-242244;-246144;-303937;-472744;
2025-01-20T22:31:34.725;790698670629126144;-242656;-246544;-304263;-472802;
2025-01-20T22:31:34.743;790698670647313280;-242853;-246926;-304534;-472753;
2025-01-20T22:31:34.761;790698670665500544;-243098;-247239;-304743;-472683;
2025-01-20T22:31:34.780;790698670683687680;-243297;-247528;-304915;-472733;
2025-01-20T22:31:34.798;790698670701874944;-243447;-247574;-304928;-472726;
2025-01-20T22:31:34.816;790698670720062080;-243443;-247623;-304904;-472744;
2025-01-20T22:31:34.834;790698670738249344;-243350;-247516;-304875;-472702;
2025-01-20T22:31:34.852;790698670756436480;-243266;-247428;-304786;-472773;
2025-01-20T22:31:34.871;790698670774623744;-243183;-247354;-304650;-472739;
2025-01-20T22:31:34.889;790698670792810880;-243067;-247282;-304512;-472748;
2025-01-20T22:31:34.907;790698670810998144;-242944;-247191;-304364;-472768;
2025-01-20T22:31:34.925;790698670829185280;-242771;-247017;-304207;-472773;
2025-01-20T22:31:34.943;790698670847372544;-242607;-246871;-304008;-472807;
2025-01-20T22:31:34.962;790698670865559680;-242432;-246689;-303859;-472736;
2025-01-20T22:31:34.980;790698670883746944;-242311;-246504;-303688;-472757;
2025-01-20T22:31:34.998;790698670901934080;-242134;-246382;-303575;-472744;
2025-01-20T22:31:35.016;790698670920121344;-242097;-246293;-303464;-472796;
2025-01-20T22:31:35.034;790698670938308480;-241900;-246146;-303320;-472723;
2025-01-20T22:31:35.052;790698670956495744;-241799;-245946;-303183;-472693;
2025-01-20T22:31:35.071;790698670974682880;-241566;-245793;-303006;-472716;
2025-01-20T22:31:35.089;790698670992870144;-241564;-245688;-302922;-472706;
2025-01-20T22:31:35.107;790698671011057408;-241459;-245690;-302851;-472692;
2025-01-20T22:31:35.125;790698671029244544;-241532;-245818;-303033;-472696;
2025-01-20T22:31:35.143;790698671047431808;-241793;-246025;-303326;-472741;
2025-01-20T22:31:35.162;790698671065618944;-242057;-246380;-303606;-472691;
2025-01-20T22:31:35.180;790698671083806208;-242303;-246804;-303923;-472712;
2025-01-20T22:31:35.198;790698671101993344;-242654;-247189;-304222;-472758;
2025-01-20T22:31:35.216;790698671120180608;-242860;-247400;-304434;-472747;
2025-01-20T22:31:35.234;790698671138367744;-243015;-247551;-304507;-472733;
2025-01-20T22:31:35.253;790698671156555008;-243065;-247680;-304569;-472770;
2025-01-20T22:31:35.271;790698671174742082;-243104;-247682;-304507;-472716;
2025-01-20T22:31:35.289;790698671192929920;-243113;-247729;-304450;-472741;
2025-01-20T22:31:35.307;790698671211117696;-243047;-247650;-304335;-472700;
2025-01-20T22:31:35.325;790698671229305600;-242970;-247537;-304251;-472738;
2025-01-20T22:31:35.343;790698671247493376;-242751;-247303;-304054;-472725;
2025-01-20T22:31:35.362;790698671265681152;-242665;-247225;-303937;-472711;
2025-01-20T22:31:35.380;790698671283869056;-242491;-247105;-303764;-472738;
2025-01-20T22:31:35.398;790698671302056832;-242294;-246877;-303583;-472707;
2025-01-20T22:31:35.416;790698671320244608;-242110;-246757;-303393;-472724;
2025-01-20T22:31:35.434;790698671338432512;-241975;-246609;-303291;-472732;
2025-01-20T22:31:35.453;790698671356620288;-241815;-246436;-303177;-472706;
2025-01-20T22:31:35.471;790698671374808064;-241650;-246331;-303025;-472746;
2025-01-20T22:31:35.489;790698671392995968;-241565;-246168;-302888;-472812;
2025-01-20T22:31:35.507;790698671411183744;-241399;-245963;-302693;-472762;
2025-01-20T22:31:35.525;790698671429371520;-241232;-245792;-302582;-472799;
2025-01-20T22:31:35.544;790698671447559424;-240990;-245639;-302359;-472683;
2025-01-20T22:31:35.562;790698671465747200;-240948;-245554;-302316;-472687;
2025-01-20T22:31:35.580;790698671483934976;-241027;-245625;-302389;-472702;
2025-01-20T22:31:35.598;790698671502122880;-241285;-245883;-302715;-472739;
2025-01-20T22:31:35.616;790698671520310656;-241534;-246193;-303094;-472750;
2025-01-20T22:31:35.634;790698671538498432;-241715;-246460;-303301;-472739;
2025-01-20T22:31:35.653;790698671556686336;-241936;-246782;-303588;-472732;
2025-01-20T22:31:35.671;790698671574874112;-242154;-246957;-303647;-472732;
2025-01-20T22:31:35.689;790698671593062016;-242268;-247106;-303820;-472767;
2025-01-20T22:31:35.707;790698671611249792;-242267;-247161;-303781;-472751;
2025-01-20T22:31:35.725;790698671629437568;-242171;-247106;-303753;-472708;
2025-01-20T22:31:35.744;790698671647625472;-242158;-247036;-303654;-472727;
2025-01-20T22:31:35.762;790698671665813248;-242042;-246895;-303530;-472689;
2025-01-20T22:31:35.780;790698671684001024;-241805;-246704;-303361;-472673;
2025-01-20T22:31:35.798;790698671702188928;-241718;-246567;-303213;-472710;
2025-01-20T22:31:35.816;790698671720376704;-241616;-246497;-303120;-472774;
2025-01-20T22:31:35.835;790698671738564480;-241393;-246222;-302911;-472660;
2025-01-20T22:31:35.853;790698671756752384;-241308;-246070;-302792;-472672;
2025-01-20T22:31:35.871;790698671774940160;-241082;-245878;-302635;-472683;
2025-01-20T22:31:35.889;790698671793127936;-240887;-245679;-302449;-472729;
2025-01-20T22:31:35.907;790698671811315840;-240799;-245587;-302310;-472743;
2025-01-20T22:31:35.925;790698671829503616;-240635;-245344;-302194;-472706;
2025-01-20T22:31:35.944;790698671847691392;-240450;-245225;-302082;-472747;
2025-01-20T22:31:35.962;790698671865879296;-240309;-244977;-301958;-472746;
2025-01-20T22:31:35.980;790698671884067072;-240091;-244793;-301807;-472736;
2025-01-20T22:31:35.998;790698671902254848;-239965;-244634;-301674;-472736;
2025-01-20T22:31:36.016;790698671920442752;-239841;-244570;-301586;-472731;
2025-01-20T22:31:36.035;790698671938630512;-239856;-244531;-301641;-472756;
2025-01-20T22:31:36.053;790698671956819200;-240024;-244741;-301851;-472706;
2025-01-20T22:31:36.071;790698671975007872;-240229;-244926;-302112;-472712;
2025-01-20T22:31:36.089;790698671993196672;-240505;-245219;-302418;-472745;
2025-01-20T22:31:36.107;790698672011385344;-240673;-245412;-302583;-472726;
2025-01-20T22:31:36.126;790698672029574144;-240827;-245495;-302781;-472724;
2025-01-20T22:31:36.144;790698672047762816;-240926;-245560;-302890;-472694;
2025-01-20T22:31:36.162;790698672065951616;-240930;-245542;-302886;-472699;
2025-01-20T22:31:36.180;790698672084140288;-240899;-245543;-302918;-472714;
2025-01-20T22:31:36.198;790698672102329088;-240857;-245457;-302841;-472690;
2025-01-20T22:31:36.216;790698672120517760;-240672;-245297;-302683;-472683;
2025-01-20T22:31:36.235;790698672138706432;-240584;-245099;-302536;-472761;
2025-01-20T22:31:36.253;790698672156895232;-240380;-244965;-302413;-472732;
2025-01-20T22:31:36.271;790698672175083904;-240210;-244766;-302235;-472740;
2025-01-20T22:31:36.289;790698672193272704;-240017;-244538;-302107;-472760;
2025-01-20T22:31:36.307;790698672211461376;-239802;-244298;-301856;-472742;
2025-01-20T22:31:36.326;790698672229650176;-239685;-244192;-301761;-472757;
2025-01-20T22:31:36.344;790698672247838848;-239438;-243942;-301651;-472772;
2025-01-20T22:31:36.362;790698672266027520;-239238;-243764;-301447;-472757;
2025-01-20T22:31:36.380;790698672284216320;-239070;-243464;-301266;-472785;
2025-01-20T22:31:36.398;790698672302404992;-238833;-243160;-301073;-472788;
2025-01-20T22:31:36.417;790698672320593792;-238666;-243009;-300902;-472830;
2025-01-20T22:31:36.435;790698672338782464;-238380;-242711;-300700;-472725;
2025-01-20T22:31:36.453;790698672356971264;-238085;-242450;-300423;-472670;
2025-01-20T22:31:36.471;790698672375159936;-237934;-242258;-300356;-472687;
2025-01-20T22:31:36.489;790698672393348608;-237863;-242174;-300323;-472656;
2025-01-20T22:31:36.507;790698672411537408;-237991;-242275;-300481;-472705;
2025-01-20T22:31:36.526;790698672429726080;-238117;-242423;-300674;-472794;
2025-01-20T22:31:36.544;790698672447914880;-238222;-242573;-300871;-472731;
2025-01-20T22:31:36.562;790698672466103552;-238451;-242651;-301048;-472652;
2025-01-20T22:31:36.580;790698672484292352;-238543;-242810;-301135;-472671;
2025-01-20T22:31:36.598;790698672502481024;-238680;-242860;-301277;-472744;
2025-01-20T22:31:36.617;790698672520669824;-238634;-242854;-301285;-472731;
2025-01-20T22:31:36.635;790698672538858496;-238592;-242747;-301150;-472702;
2025-01-20T22:31:36.653;790698672557047168;-238485;-242560;-301044;-472688;
2025-01-20T22:31:36.671;790698672575235968;-238342;-242401;-300915;-472719;
2025-01-20T22:31:36.689;790698672593424640;-238159;-242189;-300691;-472722;
2025-01-20T22:31:36.708;790698672611613440;-238026;-241995;-300486;-472714;
2025-01-20T22:31:36.726;790698672629802112;-237872;-241784;-300368;-472732;
2025-01-20T22:31:36.744;790698672647990912;-237638;-241603;-300147;-472737;
2025-01-20T22:31:36.762;790698672666179584;-237456;-241390;-300014;-472733;
2025-01-20T22:31:36.780;790698672684368384;-237274;-241108;-299802;-472699;
2025-01-20T22:31:36.799;790698672702557088;-237121;-240976;-299649;-472743;
2025-01-20T22:31:36.817;790698672720745088;-236977;-240727;-299514;-472723;
2025-01-20T22:31:36.835;790698672738933120;-236765;-240482;-299319;-472754;
2025-01-20T22:31:36.853;790698672757121152;-236483;-240180;-299169;-472682;
2025-01-20T22:31:36.871;790698672775309056;-236328;-239994;-298963;-472720;
2025-01-20T22:31:36.889;790698672793497088;-236141;-239787;-298824;-472708;
2025-01-20T22:31:36.908;790698672811685120;-235971;-239513;-298598;-472734;
2025-01-20T22:31:36.926;790698672829873152;-235781;-239315;-298503;-472784;
2025-01-20T22:31:36.944;790698672848061056;-235636;-239134;-298443;-472813;
2025-01-20T22:31:36.962;790698672866249088;-235631;-239080;-298555;-472744;
2025-01-20T22:31:36.980;790698672884437120;-235707;-239181;-298703;-472648;
2025-01-20T22:31:36.999;790698672902625152;-235918;-239285;-298876;-472700;
2025-01-20T22:31:37.017;790698672920813056;-236064;-239450;-299132;-472693;
2025-01-20T22:31:37.035;790698672939001088;-236121;-239462;-299185;-472714;
2025-01-20T22:31:37.053;790698672957189120;-236230;-239482;-299297;-472702;
2025-01-20T22:31:37.071;790698672975377152;-236288;-239485;-299376;-472710;
2025-01-20T22:31:37.090;790698672993565056;-236369;-239372;-299372;-472717;
2025-01-20T22:31:37.108;790698673011753088;-236304;-239334;-299315;-472711;
2025-01-20T22:31:37.126;790698673029941120;-236217;-239080;-299225;-472730;
2025-01-20T22:31:37.144;790698673048129152;-236008;-238804;-298984;-472750;
2025-01-20T22:31:37.162;790698673066317056;-235809;-238554;-298845;-472702;
2025-01-20T22:31:37.180;790698673084505088;-235591;-238367;-298760;-472725;
2025-01-20T22:31:37.199;790698673102693120;-235442;-238131;-298557;-472725;
2025-01-20T22:31:37.217;790698673120881152;-235271;-237985;-298424;-472734;
2025-01-20T22:31:37.235;790698673139069056;-234956;-237768;-298216;-472739;
2025-01-20T22:31:37.253;790698673157257088;-234800;-237652;-298105;-472699;
2025-01-20T22:31:37.271;790698673175445120;-234600;-237478;-297857;-472704;
2025-01-20T22:31:37.290;790698673193633152;-234462;-237322;-297815;-472766;
2025-01-20T22:31:37.308;790698673211821184;-234280;-237127;-297636;-472738;
2025-01-20T22:31:37.326;790698673230009088;-234118;-236946;-297507;-472782;
2025-01-20T22:31:37.344;790698673248197120;-233868;-236709;-297351;-472703;
2025-01-20T22:31:37.362;790698673266385152;-233671;-236510;-297161;-472731;
2025-01-20T22:31:37.381;790698673284573184;-233498;-236353;-296990;-472712;
2025-01-20T22:31:37.399;790698673302761088;-233334;-236111;-296864;-472727;
2025-01-20T22:31:37.417;790698673320949120;-233354;-236097;-296901;-472776;
2025-01-20T22:31:37.435;790698673339137152;-233336;-236202;-297015;-472744;
2025-01-20T22:31:37.453;790698673357325184;-233522;-236299;-297261;-472733;
2025-01-20T22:31:37.471;790698673375513088;-233710;-236484;-297523;-472697;
2025-01-20T22:31:37.490;790698673393701120;-233878;-236565;-297665;-472694;
2025-01-20T22:31:37.508;790698673411889152;-234063;-236690;-297869;-472714;
2025-01-20T22:31:37.526;790698673430077184;-234148;-236716;-297897;-472645;
2025-01-20T22:31:37.544;790698673448265088;-234154;-236669;-297884;-472671;
2025-01-20T22:31:37.562;790698673466453146;-234157;-236690;-297837;-472677;
2025-01-20T22:31:37.581;790698673484641792;-234130;-236579;-297823;-472739;
2025-01-20T22:31:37.599;790698673502830464;-234016;-236436;-297693;-472734;
2025-01-20T22:31:37.617;790698673521019264;-233870;-236269;-297615;-472691;
2025-01-20T22:31:37.635;790698673539207936;-233726;-236072;-297456;-472695;
2025-01-20T22:31:37.653;790698673557396736;-233489;-235866;-297271;-472727;
2025-01-20T22:31:37.672;790698673575585408;-233383;-235654;-297133;-472676;
2025-01-20T22:31:37.690;790698673593774208;-233207;-235494;-296986;-472740;
2025-01-20T22:31:37.708;790698673611962880;-233073;-235384;-296843;-472745;
2025-01-20T22:31:37.726;790698673630151680;-232913;-235199;-296709;-472755;
2025-01-20T22:31:37.744;790698673648340352;-232742;-234921;-296545;-472773;
2025-01-20T22:31:37.762;790698673666529024;-232687;-234752;-296447;-472760;
2025-01-20T22:31:37.781;790698673684717824;-232499;-234565;-296270;-472677;
2025-01-20T22:31:37.799;790698673702906496;-232351;-234396;-296180;-472695;
2025-01-20T22:31:37.817;790698673721095296;-232225;-234226;-296118;-472720;
2025-01-20T22:31:37.835;790698673739283968;-232033;-233957;-295995;-472778;
2025-01-20T22:31:37.853;790698673757472768;-231848;-233753;-295713;-472714;
2025-01-20T22:31:37.872;790698673775661440;-231792;-233594;-295654;-472720;
2025-01-20T22:31:37.890;790698673793850112;-231733;-233499;-295654;-472696;
2025-01-20T22:31:37.908;790698673812038912;-231822;-233567;-295887;-472705;
2025-01-20T22:31:37.926;790698673830227584;-232055;-233782;-296113;-472747;
2025-01-20T22:31:37.944;790698673848416384;-232287;-233983;-296368;-472716;
2025-01-20T22:31:37.963;790698673866605056;-232516;-234090;-296568;-472730;
2025-01-20T22:31:37.981;790698673884793856;-232769;-234252;-296871;-472672;
2025-01-20T22:31:37.999;790698673902982528;-232898;-234394;-296990;-472734;
2025-01-20T22:31:38.017;790698673921171200;-232982;-234460;-297153;-472730;
2025-01-20T22:31:38.035;790698673939360000;-233008;-234467;-297190;-472756;
2025-01-20T22:31:38.054;790698673957548672;-232948;-234316;-297066;-472725;
2025-01-20T22:31:38.072;790698673975737472;-232895;-234254;-297013;-472707;
2025-01-20T22:31:38.090;790698673993926144;-232755;-234105;-296863;-472671;
2025-01-20T22:31:38.108;790698674012114944;-232627;-233983;-296747;-472733;
2025-01-20T22:31:38.126;790698674030303616;-232537;-233842;-296618;-472693;
2025-01-20T22:31:38.144;790698674048492416;-232381;-233692;-296569;-472656;
2025-01-20T22:31:38.163;790698674066681088;-232251;-233493;-296338;-472680;
2025-01-20T22:31:38.181;790698674084869760;-232170;-233398;-296306;-472664;
2025-01-20T22:31:38.199;790698674103058560;-232066;-233259;-296158;-472656;
2025-01-20T22:31:38.217;790698674121247232;-231981;-233152;-296165;-472658;
2025-01-20T22:31:38.235;790698674139436032;-231920;-233087;-296092;-472716;
2025-01-20T22:31:38.254;790698674157624704;-231801;-232829;-295913;-472674;
2025-01-20T22:31:38.272;790698674175813504;-231725;-232777;-295820;-472675;
2025-01-20T22:31:38.290;790698674194002176;-231573;-232612;-295631;-472692;
2025-01-20T22:31:38.308;790698674212190976;-231373;-232486;-295574;-472716;
2025-01-20T22:31:38.326;790698674230379722;-231218;-232317;-295409;-472720;
2025-01-20T22:31:38.345;790698674248567808;-231133;-232234;-295384;-472707;
2025-01-20T22:31:38.363;790698674266755840;-231172;-232268;-295435;-472713;
2025-01-20T22:31:38.381;790698674284943872;-231330;-232396;-295647;-472719;
2025-01-20T22:31:38.399;790698674303131776;-231576;-232601;-295912;-472745;
2025-01-20T22:31:38.417;790698674321319808;-231806;-232846;-296209;-472741;
2025-01-20T22:31:38.435;790698674339507840;-232070;-233091;-296460;-472733;
2025-01-20T22:31:38.454;790698674357695872;-232279;-233321;-296750;-472782;
2025-01-20T22:31:38.472;790698674375883776;-232411;-233496;-296806;-472686;
2025-01-20T22:31:38.490;790698674394071808;-232552;-233546;-296815;-472713;
2025-01-20T22:31:38.508;790698674412259840;-232609;-233676;-296864;-472771;
2025-01-20T22:31:38.526;790698674430447872;-232579;-233680;-296847;-472690;
2025-01-20T22:31:38.545;790698674448635776;-232524;-233616;-296763;-472710;
2025-01-20T22:31:38.563;790698674466823808;-232391;-233512;-296604;-472698;
2025-01-20T22:31:38.581;790698674485011840;-232283;-233426;-296452;-472753;
2025-01-20T22:31:38.599;790698674503199872;-232218;-233306;-296364;-472744;
2025-01-20T22:31:38.617;790698674521387776;-232131;-233274;-296232;-472757;
2025-01-20T22:31:38.636;790698674539575808;-232067;-233197;-296152;-472796;
2025-01-20T22:31:38.654;790698674557763840;-232055;-233200;-296048;-472748;
2025-01-20T22:31:38.672;790698674575951872;-232071;-233213;-296046;-472704;
2025-01-20T22:31:38.690;790698674594139776;-232078;-233172;-296031;-472721;
2025-01-20T22:31:38.708;790698674612327808;-232087;-233216;-296113;-472753;
2025-01-20T22:31:38.726;790698674630515840;-232158;-233244;-296149;-472766;
2025-01-20T22:31:38.745;790698674648703872;-232164;-233284;-296045;-472751;
